Title,Tags,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
-RSV7lNA7mM,"happy, relaxing, beautiful, study, sleep, meditation, background, calm, soft, spa, yoga, peaceful, romantic, classical, emotional",190.8395833333333,1279,402.1178345687368,159.2739648326715,1,15.0,92.0,32
-rWgZiSF30c,"compositional ambient, neo-classical, epic, passionate",355.6822916666667,1797,303.13569870114657,172.5786491239487,1,33.0,99.0,31
-SuET_wj-1w,"rainy, melancholic, cover, emotional, soft",144.88958333333332,1691,700.2573799013617,208.14261623705116,1,44.0,98.0,59
-syVMkAZuUI,"melancholic, reflective, intermediate-level, A-major, G-major",314.86875,1876,357.48228428511885,163.02339132606377,1,18.0,83.0,43
-tfJwS9GLgM,"romantic, sentimental, Korean, soundtrack, emotional",223.4989583333333,1653,443.76045749653946,211.6494284158968,1,13.0,90.0,40
-TiGtG7rpZk,"sad, sorrow, cry, emotional, relax, chill, lofi, classical",84.0,593,423.5714285714286,190.09900990099123,1,19.0,97.0,31
-u6q9XEfL2w,"upbeat, study, light, solo, piano",109.65104166666669,637,348.56030019474656,150.11169024571868,1,26.0,93.0,34
-umrArAjw6Y,"Bossa Nova, soothing, relaxing",143.967375,1215,506.364723257613,206.67788781461653,1,46.0,94.0,48
-v6WEs6PZUU,"K-pop, medley, upbeat, energetic, joyful, playful",263.3215416666667,3743,852.8736334237751,229.42651182043545,1,18.0,109.0,72
-vOXQoUn3yg,"bossa nova, romantic, soothing, uplifting, sophisticated",238.81979166666667,2224,558.7476610240462,200.28635712824703,1,17.0,92.0,59
-vPgI9nvu6A,"sentimental, reflective, soothing, spring, summer",257.7052083333333,1959,456.10253964276046,172.43214475784868,1,30.0,93.0,47
-W7mA1-XcMg,"instrumental, cover, solo, acoustic, insane, arrangement, tutorial, live, reaction",249.0,4067,980.0,175.88144287924388,1,21.0,108.0,55
-WHFx8jX8e0,"energetic, piano, instrumental",262.15208333333334,2458,562.5742054945841,193.68264979215624,1,17.0,103.0,69
-Y2PSVD0gHw,"dramatic, emotional, intense, Korean drama",79.07916666666667,443,336.11886822277256,187.1649065800143,1,14.0,94.0,35
-yNg9FzZc7s,"romantic, sentimental, cinematic, winter, cover",217.96354166666663,1119,308.0331668618128,154.21686746987928,1,26.0,86.0,47
-yZNppFLL7I,"empowering, inspirational, motivational, triumphant, brave, dramatic, cinematic",262.765625,1776,405.53249687815895,179.95001388503215,1,28.0,102.0,30
-ZYGg918QDc,"joyful, happy, jolly, uplifting, bright, upbeat, cheerful",152.99479166666666,1237,485.1145531914894,182.17674418604628,1,13.0,88.0,28
00UMvhNi9ZM,"neo-classical, new age piano, epic, passionate, experimental, metal",267.0302083333333,2981,669.8118580528887,231.0048126002615,1,22.0,93.0,49
01GrSCqDZOQ,"dark, ambient, horror, mysterious, instrumental",201.73854166666663,3268,971.9511124650822,210.3236514522816,1,13.0,90.0,39
02NJU-sh3TI,"romantic, expressive, melodic, soothing",197.65833333333333,2538,770.4203381255534,210.41289989299344,1,36.0,101.0,47
070Qraa27Lk,"elegant, haunting, mysterious, romantic, solo",271.26875,2170,479.9668225698684,188.0951016900629,1,37.0,98.0,50
082SRY1VGes,"anime, epic, tutorial, dark, dramatic, powerful, heroic",201.61979166666663,2177,647.8530650202784,201.49253731343356,1,18.0,109.0,64
0bDEViSakoM,"drama, emotional, suspenseful, instrumental, cinematic",232.7333333333333,1913,493.1824692065311,179.38214634811663,1,21.0,96.0,68
0BL-s6W5p-Q,"emotional, reflective, folk rock, cover, instrumental",286.68854166666665,2978,623.2547661697328,183.6669619131977,1,26.0,101.0,51
0dtT-VSkofk,"dramatic, emotional, melancholic, cinematic, Korean drama",190.89895833333333,2772,871.246241740013,221.4729370008856,1,21.0,110.0,41
0g41h-DkmsI,"background music, background piano, passionate",164.83645833333333,1359,494.67211819796137,211.56671564044436,1,16.0,77.0,39
0gHEB27u6h8,"classical, soothing, elegant",131.128125,675,308.8582254951026,181.07051826678017,1,29.0,88.0,39
0GHQrupg3P8,"anime, easy-listening, tutorial",132.759375,594,268.4556175411341,159.671457905544,1,15.0,90.0,41
0GKAS6KwOAo,"emotional, reflective, cinematic, Japanese",279.35,1436,308.430284589225,181.0143042912877,1,35.0,99.0,61
0GLMlnRBcOA,"ambient, worship, relaxing, love, solo",268.5,1353,302.3463687150838,187.79089376053963,1,24.0,117.0,40
0hxtyss_part_2,"sad, relaxing, beautiful, ambient, calm, soothing",302.18971573958333,1321,262.28556390814947,179.65695035567185,1,14.0,80.0,31
0iEJVb5tUc0,"romantic, sentimental, Bollywood, love, soothing, emotional",264.90045833333335,3272,741.1085704992016,210.12848481310877,1,13.0,88.0,37
0J03Wro6Hn0,"baroque, classical, early music, italian baroque, upbeat, solo, live, concert, anniversary, emotional, celebratory, historical",248.03958333333333,1546,373.972568222478,198.1813713443075,1,11.0,98.0,62
0J4E9YI_part_4,"sad, depression, stress relief, anxiety, calm, meditation, peaceful, sorrowful, melancholy, inspiring",85.47916666666667,827,580.4923226907141,218.44778545306804,1,13.0,93.0,36
0J4NKoOlUeo,"fast-paced, intense, energetic, challenging, instrumental",168.28927006666666,1966,700.9359536307392,211.2599363805018,1,33.0,107.0,69
0jgGnlnVF14,"new age piano, joyful, upbeat, live performance, solo piano, beautiful",229.0,2351,615.9825327510916,238.6249449096535,1,36.0,105.0,45
0JRk--FTpVc,"anthemic, dreamy, hard, dedication",220.26354166666667,3057,832.7297319025977,237.67858727482303,1,22.0,108.0,56
0K41h1d1Duw,"dark, classical, instrumental, solo, emotional",288.8230416666667,1257,261.12875054838213,202.22002417848032,1,25.0,106.0,55
0k8DPs7BfB4,"otacore, cute, piano",102.58958333333334,1466,857.3969904351887,219.52813067150552,1,43.0,97.0,51
0Kl2SoPwKU4,"Forest, Relaxing, Healing, Holiday",316.4895833333333,3530,669.2163380837969,221.57969845504664,1,30.0,108.0,44
0KmvCpD3YRY,"new age, contemporary, emotional, sad, relaxing, easy listening, beautiful, inspiring",237.409375,1908,482.2050519277093,215.8139534883736,1,25.0,93.0,33
0KQcahH8wmw,"emotional, dramatic, intense, traditional, Korean, cover",189.490625,2313,732.3845177037123,195.4087979192581,1,27.0,111.0,65
0m3XUgloXWk,"K-pop, emotional, reflective, soothing",347.05,3809,658.5218268261058,188.7506222000992,1,35.0,113.0,58
0M8C_Vxy4ls,"new age, classical, modern, contemporary, instrumental, neoclassical, inspiring, sad, studying, background",232.49904166666667,2657,685.6802456354211,223.266771220716,1,19.0,98.0,33
0MxwsEHT0Sc,"ragtime, tutorial, score, sheet music, piano",214.359375,3411,954.7518040673518,164.22951109539412,1,34.0,104.0,66
0nt9QNzkY3s,"piano cover, Only Piano",139.61979166666666,1333,572.8414220166375,179.5191451469281,1,22.0,96.0,53
0o9ribbruhE,"intense, dramatic, energetic, scary, terrible",189.0,2910,923.809523809524,232.08930576656127,1,31.0,109.0,70
0oDZAEruJ8o,"prenatal, piano, fresh, emotion",206.971875,898,260.3252253476469,171.71817549438498,1,22.0,99.0,42
0OrGEWFHgRw,"Retro, K-Pop",328.7895833333333,1399,255.3000589282659,147.62471395880922,1,44.0,92.0,39
0put29lnBmE,"emotional, dramatic, tension, climax, storytelling, carol",148.0,784,317.8378378378378,162.22610263054136,1,17.0,106.0,48
0Q1Y5ABsw0A,"Korean, ballad, emotional, romantic",67.62916666666666,621,550.9457211508842,222.0875791792894,1,61.0,95.0,45
0QFmpunEsZ8,"tango, passionate, dramatic, sensual",178.91875,1319,442.3236804415412,183.20938983961975,1,43.0,96.0,46
0Qo8CgUICRg,"anime, easy, tutorial",111.46041666666666,627,337.5189248799088,201.5577378936667,1,23.0,98.0,22
0qYDAKUCkSU,"intense, dark, classical",193.365625,2456,762.0796095479742,212.83783783783824,1,13.0,106.0,69
0QYvStDwyL8,"classical, tutorial, relaxing, minor",79.28020833333333,733,554.7412263989804,224.02941800438612,1,32.0,96.0,42
0r8tBcxOlBI,"Retro, K-Pop, 1980s, 1990s",163.0,879,323.55828220858893,124.96082921537898,1,43.0,103.0,52
0RbT1qXe5yA,"Japanese anime, Creepy, Drama, Easy listening, Cover, Arrangement, K-pop, Pop",73.52083333333333,772,630.0255029753472,203.70370370370327,1,48.0,102.0,57
0ROVQ88GXkc,"neo-classical, relaxing, blues",333.1635416666667,2247,404.666126808343,187.41083719183976,1,12.0,95.0,57
0RrElM8Rdws,"K-pop, retro, 1980s, 1990s",152.1428125,1330,524.5071961582148,209.91267863420748,1,54.0,91.0,34
0SmMUL5buv4,"new age, contemporary instrumental, soothing, professional",209.48958333333331,1860,532.7233852120729,223.4964431989668,1,34.0,101.0,65
0smpS7LeDsE,"positive, inspiring, playful, motivational, gentle, instrumental, nature",141.25208333333333,1244,528.4169850002212,186.11474980351016,1,7.0,86.0,35
0STLafomUSw,"emotional, relaxing, tutorial, beginner-friendly, electronic, ambient",334.946875,2622,469.686424153084,187.35222368174223,1,20.0,103.0,51
0UlNbj-LZ00,"classical, new age, relaxing, emotional, inspirational, soothing, peaceful, calming",247.65025,1424,345.0026801911163,187.54439971584148,1,33.0,108.0,58
0vpx2DW4daU,"cinematic, epic, emotional, instrumental, cover, dramatic, powerful, inspiring",126.60833333333332,621,294.2934246034358,160.41860072580056,1,28.0,101.0,39
0vQcBJsL_gA,"anime, epic, piano",304.0,2403,474.2763157894737,221.95754221257317,1,18.0,108.0,47
0VsTpnEIvBg,sad,140.99895833333332,1045,444.68413625987193,211.61550075490652,1,40.0,102.0,27
0wHvTcaMlfw,"dark, scary, spooky, horror, haunted, creepy, ghostly, mystery, phantom",169.71041666666667,1197,423.1914658548262,179.94968512093655,1,17.0,109.0,53
0WwneODdqw4,"retro, K-pop, 1980s, 1990s, arranged",233.5,1472,378.2441113490364,150.11967448539977,1,46.0,95.0,37
0XmI-LW_part_8,"relaxing, compilation, cover, tutorial, live, concert",243.73958333333331,2775,683.1061156459677,219.1239975323876,1,8.0,87.0,36
0xqA9tTZEZU,"relaxing, blues, piano, cinematic, famous, top 10",281.06875,3703,790.482755553579,202.35222239193465,1,11.0,106.0,76
0ym4ccqRUvc,"emotional, nostalgic, romantic, serene, soothing, uplifting, whimsical",118.684375,640,323.5472234655994,177.2962324550605,1,27.0,96.0,38
0YtFwhz9u8Y,"piano, instrumental, calm, soothing",186.3708333333333,871,280.40868340450265,161.72204024333166,1,39.0,95.0,31
0Z6JN6UVa3c,"neo-classical, compositional ambient, passionate, piano, ambient, chill, chillout",212.51447916666663,1837,518.6470137573959,230.05628347701048,1,18.0,88.0,29
0Zat-0lrbNM,"classical, soothing, spiritual, reflective",191.48958333333331,2332,730.6924876244356,206.96159892207365,1,27.0,101.0,60
1-j_WHN9_eQ,"soothing, relaxing, contemporary, instrumental, easy listening, new age piano",242.8895833333333,3381,835.1943184059974,192.5944272445817,1,15.0,106.0,41
11-tgp7ozBg,"k-pop, retro, 1980s, 1990s",319.8845833333333,2434,456.539663394219,191.9286419151854,1,38.0,88.0,53
11FrFsuTPg0,"romantic, classical, elegant, expressive, nostalgic",241.7125,2393,594.0114805812691,185.15362188831557,1,9.0,96.0,56
11qOwHylOqA,"romantic, easy-listening, pop",230.2927083333333,964,251.15862511930015,158.82352941176427,1,19.0,78.0,32
11rmIYaXt9A,"Retro, K-Pop, Minor Blues, Funk Beat",200.41875,1956,585.5739545326971,212.5597269624573,1,31.0,94.0,44
127kuBvLprw,"emotional, cinematic, serene",213.5583333333333,2362,663.6125960900613,179.89325953745757,1,42.0,94.0,61
14CpZ1Pegzk,"joyful, happy, jolly, uplifting, bright, upbeat, cheerful",226.4380833333333,2435,645.209488833776,190.07686932215307,1,8.0,89.0,38
15cpvXbL4Wo,"new age piano, epic, passionate",225.9,2906,771.8459495351925,184.43522810441692,1,26.0,97.0,59
17tPrShGY5U,"horror, ambient, dark, strange, alien",219.63541666666663,1031,281.6485653308039,199.0887666928506,1,14.0,103.0,53
18o1806rUsE,"compositional ambient, neo-classical, passionate piano",314.0,2150,410.828025477707,237.12287255331756,1,22.0,92.0,40
19_2VnmDxhY,"romantic, calming, cover",210.859375,1732,492.84031122638015,234.36726029012937,1,25.0,87.0,40
1AP5P4FpQeQ,"reverent, sacred, worship, encouragement, hope, meditation, relaxing, Christian, hymnal",153.91979166666667,674,262.73424334914694,168.81182073513318,1,29.0,96.0,37
1Bc221P3rcs,"relaxing, classical, soundtrack, solo, new_age",221.08125,1656,449.4275294716309,194.4295023375877,1,13.0,102.0,51
1cE-5gcCs68,"Bossa Nova, Christmas, joyful, festive",182.50089630625,1300,427.3951612221687,176.90427741797225,1,43.0,91.0,45
1Cjmu0Mue18,"Rumba, Latin, medium tempo, advanced, energetic, passionate",244.73958333333331,2396,587.3998723132581,205.2778956300381,1,17.0,91.0,60
1CoejLmjIjE,"dark, gothic, creepy, mysterious, spooky, horror",259.7104166666667,4052,936.1195562365134,245.71736951661447,1,21.0,103.0,49
1dNxCJsbtWM,"emotional, melancholic, instrumental, cover, tutorial, solo",242.21979166666665,1907,472.38088684949537,198.9320851605293,1,33.0,100.0,33
1dUYf6ZE-Do,"romantic, sentimental, solo, cover, new-age",288.2083333333333,1443,300.407691195605,150.6791427709023,1,32.0,103.0,52
1eBH8Vx7g8M,"romantic, apology, 1980s, pop, easy-listening",219.66145833333331,964,263.3142857142857,151.96145905024116,1,15.0,83.0,45
1fcQmEu6_LM,"emotional, romantic, tutorial, cover, hard, expressive",259.109375,2018,467.29301091479226,251.43352786446297,1,18.0,98.0,32
1gAhsI-2F00,"nostalgic, tutorial, beginner-friendly, cover, pop",92.81770833333331,786,508.0926996240391,182.7630563416512,1,11.0,80.0,24
1gm9JoZmEUc,"emotional, instrumental, cover",178.5,1556,523.0252100840336,189.837956605328,1,7.0,91.0,36
1go4Z_tSDXE,"upbeat, energetic, spiritual, christian, worship, praise, happy",181.6806666666667,1364,450.4606984415879,181.724315952504,1,55.0,97.0,46
1ITYvGZ8atQ,"creepy, k-pop, pop, dramatic, innovative, emotional",183.5,1565,511.716621253406,197.50012158941632,1,37.0,101.0,41
1IVwZoMXS5U,"romantic, classical, melancholic, elegant",144.48575000000002,1402,582.2027431770952,199.4906169076829,1,27.0,103.0,43
1jd2GzkzLgo,"neo-classical, new age piano, joyful, upbeat, happy",184.0,1473,480.3260869565217,252.18835876973776,1,34.0,95.0,32
1JJat9MyxlQ,"Halloween, eerie, spooky, cinematic, tutorial, easy, slow, simple, intermediate",157.37916666666666,1341,511.2493712107173,279.7776931861431,1,28.0,87.0,25
1jwoS63wiYQ,"New Age, instrumental, relaxing, studying, sleeping",107.99895833333332,761,422.7818555348721,183.08317146388788,1,14.0,79.0,19
1JzQQ_S76YU,"anime, easy-listening, tutorial",132.128125,632,286.9941581324945,155.69725533684513,1,32.0,90.0,32
1LdaBdn7Sps,"calm, soothing, peaceful",169.39895833333333,1433,507.5592013429834,178.4386617100369,1,9.0,90.0,31
1lHcqN65TFI,"joyful, upbeat, solo piano, happy, beautiful melodies",119.00104166666668,864,435.6264388441978,217.0938188565464,1,20.0,82.0,38
1n5IJAyr5Hw,"melancholic, bossa nova, advanced, solo",266.4083333333333,1695,381.7448152898121,183.06636155606355,1,6.0,94.0,48
1nCIOKLAwlQ,"romantic, emotional, relaxing, calming, sentimental, passionate, love, stress relief, meditation, studying, yoga, anxiety, sleeping, creativity, coding, programming, vlog",115.91979166666668,818,423.39620606921096,205.2866052866046,1,29.0,84.0,28
1PetRVcM2sk,"Epic, Piano, Soundtrack, Video Game Music, Instrumental, Cinematic",195.98854166666663,3169,970.1587571552334,218.7784867821323,1,30.0,106.0,55
1QPRzjaq584,"nostalgic, cheerful, sentimental, cinematic, animated",211.48958333333331,1507,427.5387873713244,182.27848101265812,1,25.0,105.0,53
1QVqhiGs2Cs,"nostalgic, serene, cinematic, emotional, instrumental",233.42039583333332,1332,342.38653273925735,170.77947059521185,1,14.0,87.0,56
1QWW2owlfIQ,"classical, horror, modern, dance, vacation, K-pop, pop, OST, acoustic, new age",143.25416666666666,1165,487.9439225153428,203.39847068818997,1,25.0,100.0,62
1rfjPS5o54A,"relaxing, tutorial, instrumental, easy-listening",326.81354166666665,1880,345.1509366005718,171.325561831511,1,29.0,91.0,32
1rkpgFu16FY,"emotional, nostalgic, reflective, serene",304.0,4436,875.5263157894738,221.5176812681731,1,22.0,111.0,59
1rNgz9pDClc,"romantic, cinematic, simplified, emotional",123.0,867,422.9268292682927,169.8192256963304,1,53.0,95.0,41
1SrOW7_L0rk,"spooky, scary, Halloween, modern, classic",335.0177083333333,3130,560.5673829430659,213.1195560009268,1,20.0,95.0,76
1tKA2XlnUoc,"energetic, instrumental, piano",268.47291666666666,2796,624.8674990494075,248.4923585295307,1,21.0,106.0,65
1tTpdtk0DSQ,piano,103.4,418,242.55319148936167,136.65480427046197,1,41.0,91.0,39
1u-wbfpykmU,"classical, horror, suspenseful, energetic, nostalgic",301.4895833333333,3767,749.6776422623778,212.4748490945676,1,11.0,107.0,75
1UFwn47KfPU,"Japanese, emotional, cover, JPOP",216.96979166666665,1897,524.5891565166041,164.8501839845804,1,46.0,87.0,47
1UG4kneMjJE,"relaxing, soothing, meditation, instrumental, sleeping, calming, meditating, reiki, healing, stress relief, concentration, studying, working",224.2333333333333,1469,393.0726921361677,182.36592151971604,1,24.0,92.0,36
1V2VciTSG-A,"innovative, electronic, modern, melodic",340.809375,4112,723.9237476962012,205.03005193441112,1,18.0,105.0,68
1VjXzTK6F40,"piano, tutorial, calm, soothing",116.51979166666666,1186,610.7116995503268,171.49754566669367,1,22.0,84.0,39
1wLSEWknu9E,"emotional, introspective, reflective, melancholic, cover, instrumental, piano, variation",279.00104166666665,1382,297.2031914456712,186.68877666390205,1,23.0,92.0,31
1WrgT1BEhwY,"easy, tutorial, cover, piano",188.840625,641,203.66380380280992,168.07878693137414,1,25.0,101.0,19
1xanU4QRWnI_part_8,"New Age, Relaxing, Comfortable, Happy, Morning, Exciting, Light, Romantic",262.4995416666667,1683,384.6863859603564,233.48827153821185,1,26.0,87.0,48
1xEi3rG8JK0,"Korean, emotional, reflective, melancholic",87.93854166666667,618,421.6581182407221,182.27848101265795,1,52.0,91.0,51
1XSi5JkHtMk,"anime, emotional, instrumental, melancholic",306.0375,1185,232.3244700404362,139.23210973073262,1,34.0,104.0,64
1xxWOpFY6H4,"beautiful, contemporary, classical, relaxing, soothing, sleep, morning, study, meditation, romantic, love, background, calming, new age",90.37916666666666,667,442.8011617721636,228.4292379471234,1,14.0,89.0,35
1ZnixgWUVg4,"romantic, relaxing, classic, bossa nova, cover",75.12916666666666,948,757.0961122511231,203.1029619181952,1,33.0,76.0,57
1zS5zVQtwBk,"sadness, victory, redemption, solemn, reflective, spiritual",341.65625,1327,233.0412512576603,183.21258172822152,1,24.0,98.0,45
1_q-eyGRlV8,"melancholic, acoustic, romantic, somber, introspective",346.07916666666665,1239,214.80634247944232,116.36363636363764,1,32.0,94.0,19
2-27rEZ1AOs,"piano cover, soothing, romantic, relaxing",129.11041666666665,806,374.5631161957627,241.0602185538252,1,55.0,85.0,25
2-DIeUkCWNs,"nervous, fear, horror, immersive, cinematic, soundtrack, background music",144.0,756,315.0,101.488329671241,1,22.0,80.0,24
2-LA7DEg9Qc,"cinematic, space, emotional, dramatic, evolving",204.0,2435,716.1764705882354,197.9850657816761,1,17.0,106.0,48
205T0ufbd7A,"romantic, K-pop, sentimental",193.9989583333333,2076,642.0653031856915,222.83128975149145,1,38.0,93.0,66
20psgyZ_CRM,"romantic, gentle, serene, elegant, emotional",75.78854166666666,1266,1002.262325274544,208.6236633321818,1,33.0,102.0,45
21HHB0SFsJw,"sad, nostalgic, emotional",229.0,1524,399.3013100436681,210.1182799661008,1,32.0,100.0,29
21zXYJxkY-E,"nostalgic, serene, cinematic, emotional",208.95104166666667,2251,646.3715084773646,185.892116182573,1,11.0,105.0,54
23WkZuq_part_2,"sad, relaxing, emotional, beautiful, soothing, meditation, relaxation, love",322.49993750000004,4449,827.7210906436221,205.629990190354,1,15.0,92.0,62
24SvrZqB_Xc,"happy, uplifting, motivational, positive energy, stress relief, romantic, emotional",114.0,1069,562.6315789473684,215.68417674120107,1,25.0,88.0,39
255xK1m7jXo,"melancholy, sad, relaxing, sleep, stress relief, meditation",271.48854166666666,3531,780.3644260615664,211.0051133328244,1,18.0,90.0,46
264APnVK-qQ,"creepy, soundtrack, hard",290.8489583333333,3593,741.2094622423581,157.0469798657718,1,14.0,107.0,60
28nZB3gth_4,"calming, easy, pop",301.74375,1097,218.13210712732248,104.84164543137967,1,16.0,83.0,32
2B1JnomG6wY,"energetic, intense, dramatic, anime",197.98541666666665,2809,851.2748203255711,203.0399068624277,1,30.0,95.0,68
2BAmnRdAC8E,"relaxing, healing, soothing, study, sleep",321.4895833333333,2755,514.1690697599067,221.94947909234065,1,11.0,101.0,36
2BGTU762BgU,"melancholic, cover, popular",184.0,2097,683.8043478260869,205.6093829678772,1,35.0,100.0,31
2Bz489ElSFk,"retro, K-pop, bluesy, boogie-woogie",178.07916666666665,1493,503.0346989868739,195.8158995815934,1,17.0,99.0,52
2BzyYcbhjnM,"traditional, lighthearted, classical, instrumental",218.9,1453,398.26404751027866,169.12478825522103,1,17.0,86.0,44
2C8qb5Lbz2I,"romantic, unrequited love, lonely, exciting",294.67825,1557,317.0237369062698,202.28712014214813,1,23.0,94.0,35
2cwOrV6H840,"sad, emotional, instrumental, royalty-free, cinematic, thoughtful, relaxing",324.4864583333333,2047,378.5057799664213,199.89717223650428,1,20.0,94.0,32
2dlL8LSwmnQ,"classical, easy-listening",320.2625,1463,274.08766246438466,168.32640215803028,1,8.0,94.0,61
2DvcjROi93I,"calm, light, peaceful, uplifting, modern",97.8625,1431,877.3534295567761,245.68245125348255,1,32.0,99.0,31
2fK5GZOOq0k,"suspense, horror, classical, relaxing, calm, study",128.854125,729,339.4536263390869,194.08939490468296,1,20.0,85.0,57
2Ft5Km8vftw,"romantic, calming, pop, instrumental",255.696875,1870,438.80082617356976,206.9944780436496,1,22.0,90.0,50
2FVTL7Agzgc,"classical, advanced, hard, epic, Chopin-style",191.71041666666667,3144,983.984090588018,212.43877515064025,1,17.0,109.0,72
2gOKQVAItdg,"sad, emotional, cinematic, instrumental, background",188.425,1153,367.1487329176065,204.8606994665069,1,28.0,94.0,32
2imJIaUWtM4,"celebratory, joyful, festive",178.590625,2095,703.8443367338012,205.89812332439757,1,40.0,115.0,62
2IwgN4eLxow,"K-Pop, calming, soothing, study, sleep, cover",214.0,2173,609.252336448598,222.01773362990903,1,40.0,99.0,41
2jc1Gw-JP8g,"classical, learning, difficulty_levels",217.2489583333333,2394,661.1769331460163,206.3037249283649,1,28.0,104.0,62
2Kb0bRd8WNU,"sweet, cover, piano",180.359375,1796,597.4737936411678,195.61593084285212,1,42.0,95.0,47
2Kr8lS8V7RQ,"K-pop, retro, bounce",178.459375,1031,346.63351252911207,148.86570307265274,1,38.0,98.0,45
2KVphnkQigs,"charming, ragtime, classical",318.14133333333336,3476,655.5576976270504,212.4084501622579,1,33.0,99.0,59
2L-XUw0dEic,"classical, playful, soothing",262.0802083333333,3770,863.0945520018124,205.22565320665075,1,19.0,106.0,75
