Title,Genre,Length (s),Note Count,Avg Notes/Min,BPM,Tempo Changes Count,Min Velocity,Max Velocity,Unique Pitches Count
Ain't Misbehavin',Jazz,350.41796875,3272,560.2452428461547,210.17103762827583,1,23,97,73
Air on a G String,Jazz,172.5,760,264.3478260869565,196.05301914580127,1,16,96,52
"Airegin - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,267.79947916666663,4122,923.5268148004086,216.03068617701012,1,26,104,71
Alfie,Jazz,352.08984375,1737,296.0039940089865,185.80645161290343,1,18,100,66
All Alone,Jazz,358.5794270833333,2577,431.201536735309,209.8192044997954,1,10,99,73
"All Blues - Live At Maybeck Recital Hall, Berkeley, CA  January 5, 1992",Jazz,276.81901041666663,2789,604.5105057926501,207.10112359550453,1,33,106,74
"All God's Chillun Got Rhythm - Live At Maybeck Recital Hall, Berkeley, CA  March 12, 1990",Jazz,278.9192708333333,3283,706.2258531347744,196.92307692307676,1,14,101,65
All My Loves Are You,Jazz,298.96875,2290,459.5798055816871,208.1642710472024,1,15,100,78
All of Me,Jazz,154.95963541666666,1821,705.0868421716006,219.63775023832252,1,24,93,59
"All Of You - Live At Maybeck Recital Hall, Berkeley, CA  August 1990",Jazz,297.20963541666663,3650,736.8536342806575,220.00658544616505,1,25,104,72
"All of You - Recorded Live in Concert, 2006",Jazz,117.5,795,405.95744680851067,198.65961199294617,1,22,95,63
All Of You,Jazz,312.15885416666663,2714,521.657476078052,210.5342080599816,1,28,105,71
All The Things You Are (Reprise) - Live,Jazz,238.63932291666663,1537,386.44092211158096,218.3024082116065,1,21,103,68
All The Things You Are,Jazz,252.40885416666663,2154,512.0264121743617,199.21222019406284,1,27,114,75
All Through The Night,Jazz,269.4296875,3434,764.726418650506,211.560996939221,1,15,92,71
All Too Soon,Jazz,233.81901041666663,1563,401.0794495831779,185.0602409638544,1,26,100,67
Almost Blues,Jazz,149.09895833333331,1680,676.0610612358963,190.3289570733141,1,13,89,66
Alone Together,Jazz,279.57421875,2723,584.3886490338266,209.4998917514617,1,27,109,72
Am I Blue,Jazz,207.0794270833333,1830,530.2313298163322,203.4871794871797,1,9,87,73
Amazing Grace,Jazz,261.1888020833333,1381,317.2417781278509,205.4594996284384,1,9,94,48
Amen,Jazz,178.05989583333331,2445,823.8800731261426,206.38759689922443,1,31,102,70
America The Beautiful,Jazz,197.90494791666663,873,264.67251350408907,186.8992090853777,1,9,102,64
Ana Marie,Jazz,318.71875,2053,386.48494950485343,206.8630241979603,1,24,100,68
Anachronism,Jazz,291.77994791666663,2107,433.2717203586108,201.4834008097164,1,13,103,64
Ancient Future,Jazz,139.5390625,807,346.9996080846537,209.33560477001612,1,15,94,47
"And Then Again - Live At Maybeck Recital Hall, Berkeley, CA  December 3, 1990",Jazz,328.61979166666663,4127,753.5151755289644,220.29947681760416,1,22,110,70
"And Then I Wondered If You Knew - Live At Maybeck Recital Hall, Berkeley, California  October 18, 1992",Jazz,294.36979166666663,2080,423.95654558644,190.9702584105326,1,19,102,65
André's Blues,Jazz,139.15885416666666,1176,507.0464285045943,209.1904161412361,1,11,91,57
Angelica - Alternate Take,Jazz,266.19921875,2397,540.2720589314276,226.8053491827636,1,12,98,64
Angelica,Jazz,318.69921875,2751,517.9178055327442,205.7483049446016,1,8,102,63
Angels from the Realms of Glory,Jazz,193.26953125,1073,333.1099298664026,223.51431700829343,1,9,94,62
Anniversary Waltz,Jazz,169.76953125,1409,497.9692137778698,212.35023041474588,1,19,97,45
Answer Me - Live,Jazz,268.21875,1388,310.4928346731912,139.1989259342137,1,13,98,58
Anticipation,Jazz,271.1888020833333,2923,646.7081186711672,203.28215987294476,1,23,101,73
Anything Can Happen,Jazz,230.13932291666663,1725,449.7275767056867,148.4710017574702,1,34,100,51
April in Paris,Jazz,279.9895833333333,1526,327.0121656311619,194.9177502741654,1,21,112,74
Arrivée 2,Jazz,262.7265625,1296,295.97311843944215,203.2096635030199,1,18,104,79
Arrivée 3,Jazz,192.9856770833333,945,293.8041872170457,166.99211255595858,1,23,102,61
As Long As I Live,Jazz,225.01953125,2084,555.6850967797934,197.73288038619637,1,15,97,70
As Pretty As The Moon,Jazz,296.16666666666663,1811,366.8880135059089,207.08507670850767,1,17,101,67
As Time Goes By,Jazz,258.3059895833333,2231,518.2225941253863,186.64760543244788,1,11,91,67
Asa Branca,Jazz,365.4192708333333,3480,571.3984364421577,206.9770923790992,1,10,97,65
Ascension,Jazz,238.61979166666663,2891,726.9304812834225,214.9325337331311,1,21,94,59
Ask Me Now (Take 1),Jazz,220.51822916666663,1630,443.500749890764,202.96120616635932,1,26,108,73
Ask Me Now - Live,Jazz,312.72916666666663,2528,485.0203184331491,206.37236084452687,1,22,105,67
Ask Me Now,Jazz,276.87890625,1997,432.7523595886063,176.61617083409251,1,18,105,72
At Dawn,Jazz,189.3997395833333,907,287.328800555483,203.1332655137329,1,13,87,47
At Last,Jazz,305.75,2505,491.57808667211776,198.62068965517187,1,23,102,71
At Sundown,Jazz,151.51953125,2295,908.7937301812368,209.1469763716457,1,18,88,71
At the Close of the Day,Jazz,323.9895833333333,2051,379.8270263318651,191.49466685136537,1,10,99,78
At the Jazz Band Ball,Jazz,227.52994791666663,3135,826.7043601174297,216.2252346193981,1,16,106,71
Aunt Hagar's Blues,Jazz,163.84895833333331,1516,555.1454273816714,200.3800934127847,1,22,95,70
"Autumn Leaves - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,265.2591145833333,3586,811.1314114049255,216.9545285590385,1,24,104,69
Avenue,Jazz,232.5794270833333,1678,432.8843752974175,192.56834407104185,1,24,94,62
"Baby Won't You Please Come Home - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,247.5,3163,766.7878787878788,208.81048713384288,1,20,106,81
Back At The Chicken Shack,Jazz,252.6927083333333,2930,695.7066595214048,208.7712939470812,1,16,97,78
Bagatelle 2,Jazz,207.5,1913,553.156626506024,195.44612838152395,1,12,98,51
Bagatelle 4,Jazz,306.7421875,2016,394.3376715992155,200.9130546293897,1,31,104,57
Bali Ha'i,Jazz,150.77994791666666,1354,538.7984352196478,203.4223249947435,1,24,104,76
Bambara,Jazz,277.4388020833333,1734,375.0016191633853,204.9735225587807,1,10,105,66
Basin Street Blues - Remastered,Jazz,252.40885416666663,2715,645.3814805261801,154.38417358008968,1,26,104,80
Basin Street Blues,Jazz,353.04296875,3632,617.2619745737395,195.04761904762293,1,27,109,65
"Basin Street Dreams - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,342.109375,3298,578.4115094770495,199.31873479318736,1,21,104,79
"Baubles, Bangles and Beads",Jazz,247.25,1494,362.5480283114256,177.5722543352604,1,28,98,58
Be My Love,Jazz,333.83984375,1442,259.1661888770579,132.95503726857186,1,8,92,51
Beam The Eyes,Jazz,207.44140625,1790,517.7365596459844,198.33572453371488,1,22,95,64
Beat the Clock Theme,Jazz,118.37890625,1392,705.5311004784689,217.71507316753065,1,22,95,70
"Beautiful Love - Live At Maybeck Recital Hall, Berkeley, CA  April 18, 1993",Jazz,345.9895833333333,3373,584.9309047117266,203.68174726989065,1,27,103,64
Because I Love You,Jazz,356.11588541666663,2491,419.6948412596848,195.79869871199,1,7,102,73
Becoming,Jazz,270.7890625,2960,655.8610542107845,211.9370245887055,1,28,103,59
Before the Party Begins - Instrumental,Jazz,271.90234375,2242,494.73644892036725,189.67071057192132,1,21,100,75
"Begin The Beguine - Live At Maybeck Recital Hall, Berkeley, CA  July 19, 1992",Jazz,322.5,4219,784.9302325581396,214.78226128645625,1,23,102,72
Begin The Beguine,Jazz,289.7591145833333,3603,746.0679893050532,212.1294921294931,1,20,91,71
"Bei Mir Bist Du Schon - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,323.3294270833333,4633,859.7423454697021,219.746231797668,1,22,98,78
Believe It Beloved - Instrumental,Jazz,197.12890625,2377,723.4859803824432,193.866241114174,1,11,95,75
"Bemsha Swing - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,359.0091145833333,2870,479.653560327725,204.13699096950128,1,25,109,73
Bemsha Swing,Jazz,167.5625,1230,440.4326743752332,190.7087428867049,1,29,104,64
Bethena's Waltz - Instrumental,Jazz,274.19140625,3321,726.7186186656788,204.09448818897897,1,30,99,69
"Better You Than Me - Live At Maybeck Recital Hall, Berkeley, CA  October 30, 1994",Jazz,376.0690104166666,3272,522.0318467147473,211.7403790924739,1,20,102,71
Between the Devil and The Deep Blue Sea,Jazz,277.79557291666663,3108,671.2849958049563,211.0195227765721,1,7,101,73
Between Two Worlds,Jazz,192.5,1008,314.1818181818182,205.59456838021177,1,14,97,65
"Bewitched, Bothered and Bewildered",Jazz,263.28515625,1701,387.6405394578716,185.8641017685393,1,16,92,63
"Big Foot (A.K.A. Air Conditioning) - Live At Maybeck Recital Hall, Berkeley, CA  1990",Jazz,208.6497395833333,2408,692.4523380116449,211.3427170646811,1,16,108,69
Bill Bailey Won'T You Please Come Home,Jazz,238.70963541666663,3031,761.8460799982545,209.5074513766097,1,15,95,67
Bill's Beauty,Jazz,304.95963541666663,1560,306.925865359572,139.92648233978107,1,16,98,66
Billie's Bounce,Jazz,236.51953125,2130,540.3359262745876,216.8248772504059,1,29,104,64
Black & Tan Fantasy,Jazz,285.44921875,2509,527.3792678754704,207.1762146482944,1,12,99,79
Black and Blue,Jazz,367.0833333333333,2714,443.6049943246311,184.7599045346064,1,31,107,73
Black and Tan Fantasy,Jazz,229.87890625,2366,617.5425240870703,162.86070686070735,1,25,100,71
Black Man,Jazz,242.5,2843,703.422680412371,232.7875647668372,1,17,102,61
Black Narcissus,Jazz,302.4296875,2159,428.3309653586836,209.69894982497797,1,25,102,63
Blackbird - Live,Jazz,373.01953125,2384,383.46517545788697,207.8556557945755,1,19,95,66
Blackbird,Jazz,301.81901041666663,2210,439.3361432632865,185.8683343818216,1,16,95,65
"Blue And Sentimental - Live At Maybeck Recital Hall, Berkeley, CA  November 14-16, 1994",Jazz,212.5,2002,565.2705882352941,207.4429771908768,1,17,105,73
Blue Bolero - Blue Bolero IV,Jazz,373.9596354166666,1574,252.54062485854857,167.6725146198828,1,13,99,61
"Blue In Green - Live At Maybeck Recital Hall, Berkeley, CA  August 1990",Jazz,343.58984375,3831,668.995327368433,214.5016429353746,1,17,100,71
Blue Lou,Jazz,184.4375,2369,770.6675703151475,226.6848865810329,1,25,105,74
"Blue Monk - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,283.8098958333333,3100,655.3682684455374,197.32463295269463,1,21,108,75
Blue Monk - Live in Berlin  2018,Jazz,256.15885416666663,1872,438.4779138921365,205.884494456396,1,31,101,68
Blue Monk - Live,Jazz,377.5,2891,459.4966887417218,197.5986277872996,1,21,101,75
Blue Monk,Jazz,224.1145833333333,1385,370.79247036950966,194.74642392717732,1,21,101,57
Blue Moon,Jazz,298.2395833333333,3233,650.416681219657,207.47994934571292,1,14,91,71
Blue Otani,Jazz,202.3333333333333,1406,416.9357495881384,206.68555240793208,1,22,100,73
Blue Rondo A La Turk,Jazz,256.63932291666663,3514,821.5420676918707,180.39829787234223,1,13,102,57
"Blue Skies - Live At Maybeck Recital Hall, Berkeley, CA  March 29, 1992",Jazz,352.64453125,3670,624.424825813884,185.6303317535529,1,17,101,69
"Blue Tuesday - Live At Maybeck Recital Hall, Berkeley, CA  February 16, 1992",Jazz,348.6419270833333,2752,473.6091306669854,209.70873786407537,1,22,105,65
Bluehawk,Jazz,216.6028645833333,1217,337.1146551568672,187.3170731707321,1,24,99,58
Blues 2 - Live,Jazz,273.69921875,2538,556.3771818402387,200.72184194150643,1,26,107,74
Blues Chiaroscuro,Jazz,188.8294270833333,2713,862.0478413471154,204.89757027155824,1,11,88,62
"Blues Etude - Live At Maybeck Recital Hall, Berkeley, CA  August 27, 1995",Jazz,298.18359375,3484,701.0446060129691,217.63224181359888,1,26,101,68
Blues Five Spot,Jazz,209.9895833333333,1368,390.8765315739868,201.48148148148027,1,16,104,73
Blues For Bill - for Bill Evans,Jazz,367.2096354166666,3410,557.1749220791655,194.61063040791063,1,13,104,58
Blues for CB,Jazz,187.5,1440,460.8,186.52723899477132,1,21,101,58
"Blues For Maybeck Recital Hall - Live At Maybeck Recital Hall, Berkeley, CA  August 1990",Jazz,278.2890625,3941,849.6920355969794,213.6630602782073,1,33,102,76
Blues For Myself,Jazz,230.62760416666663,1844,479.7344203430404,208.96325254104755,1,29,106,67
Blues For Nils,Jazz,257.72916666666663,1922,447.4464473365129,204.47284345047933,1,20,96,67
Blues For Nuria,Jazz,305.5390625,2530,496.8268173566186,208.1144147534785,1,18,105,70
"Blues For Rhonda - Live At Maybeck Recital Hall, Berkeley, CA  1993",Jazz,352.5,3735,635.7446808510638,205.80933312797475,1,27,104,66
Blues for Smedley,Jazz,214.5052083333333,1898,530.8962000728421,212.930056710777,1,17,103,67
Blues in FT-Bone Steak,Jazz,338.38932291666663,5261,932.8308508059396,222.9213483145932,1,17,97,69
Blues in GWillow Weep for Me,Jazz,378.8098958333333,3573,565.9303053010044,209.27618506953868,1,26,106,77
Blues in The Night,Jazz,276.3098958333333,2568,557.6347511380451,202.54945054945085,1,20,99,74
Blues in the Pulpit,Jazz,366.2760416666666,3179,520.7547813722006,205.8419158704513,1,19,109,74
Blues Mainly Tin Roof,Jazz,354.0950520833333,3728,631.6947912261671,197.49481542927592,1,17,97,72
Blues Of The Prairies - Live,Jazz,307.46875,4675,912.2878341294848,218.40815596493576,1,23,99,77
"Blues On The Side - Live At Maybeck Recital Hall, Berkeley, California  October 18, 1992",Jazz,212.5,2245,633.8823529411765,218.6550976138851,1,23,105,76
"Bluesette - Live At Maybeck Recital Hall, Berkeley, CA  November 11, 1991",Jazz,187.9192708333333,2161,689.9771344632143,209.06578676016116,1,14,104,74
Bluesette,Jazz,241.1888020833333,2573,640.0794674814964,214.81233564427663,1,17,95,70
Bluesology,Jazz,253.73307291666663,1965,464.66153838258913,208.54048812025084,1,20,108,70
"Boardwalk Blues - Live At Maybeck Recital Hall, Berkeley, CA  September 27, 1992",Jazz,382.3255208333333,3195,501.4051889137883,200.67189249720155,1,15,109,72
"Bob White (Whatcha Gonna Swing Tonight) - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,271.02994791666663,3196,707.523288381992,211.65354330708595,1,17,100,65
Body & Soul,Jazz,380.86328125,2024,318.8545758505041,169.31954273271666,1,16,98,70
Body And Soul - Live,Jazz,271.1692708333333,2874,635.912762054759,195.09423654739624,1,18,100,80
Body and Soul,Jazz,272.2890625,2044,450.403695521189,206.83840749414676,1,16,100,64
Booker's Bossa,Jazz,329.109375,2245,409.2864264349808,186.7438590687287,1,19,103,70
Bossa Beguine,Jazz,305.8098958333333,2736,536.8040806941949,217.25931558935304,1,22,102,71
Boulevard Of Broken Dreams,Jazz,318.3294270833333,3634,684.9508133689468,205.8844944564015,1,18,95,72
Bouncin' With Bud,Jazz,173.27604166666666,1825,631.9396435119781,214.03655978423512,1,23,105,75
Bouncing with Bud,Jazz,137.25911458333331,2108,921.4688611677656,208.97959183673265,1,24,102,77
"Brahms -  Intermezzo in B-flat major, Op. 76 -  No. 4 - Live",Jazz,153.29296875,994,389.058940447978,194.3893693313662,1,23,94,54
"Brahms -  Intermezzo in E minor, Op. 119 -  No. 2 - Live",Jazz,305.9296875,2306,452.26078296177127,193.67372353673773,1,18,98,59
Brazil - Live,Jazz,172.5,1271,442.0869565217391,213.86647625848133,1,30,100,45
Brazilian Street Dance,Jazz,220.9388020833333,2758,748.9856849028472,227.8481012658241,1,17,97,76
"Bremond's Blues - Live At Maybeck Recital Hall, Berkeley, CA  August 9, 1992",Jazz,261.4661458333333,2266,519.9908369271835,205.30342602550093,1,22,107,73
Bridge Work,Jazz,204.97916666666663,1561,456.9244841955483,206.2257583291893,1,18,101,66
Broadway,Jazz,199.7786458333333,2320,696.771166004041,205.2422729113247,1,27,97,67
Broken Promises,Jazz,262.98046875,1148,261.9205917739851,152.07920792079267,1,25,100,64
Brother Ralf,Jazz,294.25,1944,396.3976210705183,155.31241897848076,1,26,99,65
Brunner - Schwerpunkt,Jazz,125.88932291666666,1722,820.7209126733759,187.15168638530855,1,33,104,55
Bud Meets Carl,Jazz,157.38671875,1242,473.4834082053064,206.02086438151983,1,23,97,66
Bud Powell,Jazz,237.1692708333333,1924,486.7409660382331,206.2898712926701,1,32,99,71
Bud's bubble,Jazz,189.734375,1650,521.7820966812155,210.5712109672517,1,37,96,68
"Bud-Like - Live At Maybeck Recital Hall, Berkeley, CA  December 3, 1990",Jazz,339.9895833333333,3955,697.9625601274549,208.23757262749572,1,25,106,69
Bud-Like,Jazz,360.8645833333333,4477,744.378951014635,209.4131594546514,1,30,101,62
But Beautiful - Live,Jazz,376.7799479166666,2269,361.3249610356399,198.4496124031036,1,26,94,62
But Not for Me,Jazz,256.9388020833333,2235,521.9141636556209,192.458233890214,1,14,98,65
Butterflies With Hiccups,Jazz,142.5,2088,879.1578947368421,213.4980694980703,1,12,99,61
By Jupiter -  Ev'rything I've Got,Jazz,345.54947916666663,4088,709.8259866908835,223.1747184889188,1,17,93,72
By Myself,Jazz,234.45963541666663,2717,695.3009191125427,215.6385603675665,1,20,102,66
Bye Bye Blackbird - Live,Jazz,290.41666666666663,3951,816.2754662840748,200.1574589385104,1,19,100,78
Bye-Ya,Jazz,288.9388020833333,2111,438.3627227867782,218.53362420563616,1,20,105,72
C Jam Blues,Jazz,222.5,3207,864.8089887640449,223.7310924369748,1,15,87,67
C-Jam Blues,Jazz,110.59244791666666,1262,684.6760463884148,211.2953763851717,1,22,102,71
Cabin in the Sky,Jazz,162.6328125,1698,626.441850410722,224.2133717787027,1,25,87,68
Calling Carl,Jazz,257.96875,2482,577.2792247122956,218.2295081967213,1,28,98,65
Calypso,Jazz,241.15494791666663,2388,594.1408262106725,219.489161949468,1,24,99,51
Can't We Be Friends,Jazz,150.76953125,1500,596.9375858227323,202.65424912689025,1,21,88,59
Candide (Indeed),Jazz,181.58984375,1747,577.2349258932605,219.60285941223412,1,27,99,69
Canço De Matinada,Jazz,276.61979166666663,1942,421.2279942008248,189.34628315277936,1,26,101,64
Capetown District Six,Jazz,219.6640625,2262,617.8525447238326,195.43826578699293,1,12,106,45
"Caravan - Live At The Maybeck Recital Hall, Berkeley, CA  February 14, 1990",Jazz,311.3294270833333,4560,878.8118828444884,206.5090403337971,1,18,103,80
Caravan,Jazz,252.3098958333333,2254,536.0075139079547,198.07427785419333,1,14,99,74
Carol of the Bells,Jazz,322.5,2746,510.8837209302326,214.9185770750992,1,15,95,72
Cat's Cradle,Jazz,191.94921875,1704,532.6408758827001,206.9018601667673,1,13,97,54
Cavatina,Jazz,296.5,1632,330.2529510961214,218.94055802668709,1,14,104,63
Celia,Jazz,264.83984375,2361,534.8893051519934,216.592244418334,1,30,94,70
Chan Chan,Jazz,328.7747395833333,2837,517.7405059029937,186.4900662251648,1,19,103,58
Changed,Jazz,212.8528645833333,1394,392.9474952743912,144.0000000000003,1,16,100,50
Chapter One,Jazz,246.8359375,1234,299.9563222028802,165.4221711659964,1,27,100,52
"Cherokee - Live At Maybeck Recital Hall, Berkeley, CA  March 12, 1990",Jazz,278.4296875,2972,640.4489463789669,200.66926426770036,1,18,103,69
Cherokee,Jazz,270.8098958333333,2902,642.9602561760153,202.42029190874663,1,23,107,80
Chiaroscuro Blues,Jazz,206.109375,2922,850.6163293154424,206.82226211849292,1,14,90,69
Children's Song No. 10 - Live in Paris  2018,Jazz,208.5598958333333,1372,394.7067564024124,198.17223954413768,1,22,99,48
Children's Song No. 17 - Live in Paris  2018,Jazz,222.51953125,1584,427.10857544106034,200.7005838198509,1,30,101,67
Children's Song No. 4 - Live in Paris  2018,Jazz,141.53776041666666,1375,582.8833221405507,220.0179051029543,1,6,99,34
Children’s Song 10,Jazz,256.02994791666663,1714,401.6717608108589,208.2212789264696,1,24,98,56
Children’s Song 11,Jazz,146.4296875,1379,565.0493517579897,206.74374460741817,1,25,100,69
Children’s Song 12,Jazz,342.5,3372,590.7153284671533,223.8295205264778,1,15,98,66
Children’s Song 4,Jazz,133.90885416666666,1216,544.8482137648043,192.4008350730691,1,25,100,39
Chim Chim Chir-Ee,Jazz,194.0052083333333,1875,579.8813390963517,210.3544575725023,1,32,95,73
"Chinatown, My Chinatown",Jazz,159.58984375,2407,904.9448047974544,218.0185015182541,1,17,94,70
Chirizakura,Jazz,165.9296875,1731,625.9277743773247,229.7993879632788,1,10,96,75
Chloe,Jazz,359.51953125,3908,652.203787607158,228.67102396514403,1,18,98,69
Chopin -  Prelude Op. 28 4 - Live in Paris  2018,Jazz,254.6028645833333,1118,263.4691487457489,185.6504952157121,1,18,100,47
Christopher Columbus,Jazz,358.26953125,3559,596.0317062267628,205.544358169503,1,15,102,76
Cigales Al Ven,Jazz,298.9296875,1670,335.1958811384366,199.23841310778823,1,19,107,70
Circles,Jazz,291.25,2397,493.8025751072961,200.5063291139223,1,24,101,77
Classical September,Jazz,224.02994791666663,1359,363.96919589666095,187.14801444043383,1,16,95,62
Close To Mars,Jazz,296.34244791666663,1332,269.68799293469425,167.3463035019441,1,20,109,69
